202001,7,2
202001,7,2
202001,6,2
202002,2,1
202002,16,2
202002,2,1
202002,2,1
202004,2,1
202005,3,1
202004,2,1
202005,2,1
202003,4,1
202001,1,1
202003,7,2
202005,3,2
202006,3,2
202006,3,2
202007,3,2
202001,8,2
202001,5,1
202001,7,2
202001,7,2
202001,6,2
202002,7,2
202001,5,1
202003,4,1
202002,2,1
202004,5,1
202005,1,1
202004,2,1
